AñoMes,Aerolinea,Codigo_IATA,Tipo,Región,Tipo_Operacion,Categoria_Precios,Terminal,Area_Terminal,Cantidad_Pasajeros,Pasajeros_Atrasados_Perdida_Conexion,Vuelos_Atrasados_Aeropuerto
201305,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,3183,796-167,3
201305,Spirit Airlines,NK,Domestic,US,Enplaned,Low Fare,International,A,3259,913-274,5
201305,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4181,753-151,3
201305,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4373,481-212,3
201305,TACA,TA,International,Central America,Deplaned,Other,International,G,4563,593-368,4
201305,TACA,TA,International,Central America,Enplaned,Other,International,G,5213,521-281,2
201305,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,37966,6454-2969,48
201305,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,42144,5479-2301,22
201305,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,38216,8025-1685,28
201305,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,43943,11425-3999,82
201305,United Airlines,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,E,64124,9619-4040,79
201305,United Airlines,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,E,66372,14602-5987,84
201305,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,404815,97156-62180,347
201305,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,433650,91067-56462,591
201305,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,9381,2251-833,16
201305,United Airlines,UA,International,Asia,Deplaned,Other,International,G,72690,18173-8541,67
201305,United Airlines,UA,International,Asia,Enplaned,Other,International,G,75274,21077-7166,80
201305,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,3105,590-118,3
201305,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,8523,1960-784,11
201305,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,7879,709-475,4
201305,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1044,198-71,1
201305,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,12063,2051-1128,7
201305,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,11801,1652-363,8
201305,United Airlines,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,25,6-2,0
201305,United Airlines,UA,International,Europe,Deplaned,Other,International,G,26263,2626-1234,11
201305,United Airlines,UA,International,Europe,Enplaned,Other,International,G,27666,6363-1591,32
201305,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,448,125-29,0
201305,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,11085,1330-293,10
201305,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,12721,3562-1923,24
201305,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,220,48-23,0
201305,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10555,1583-586,8
201305,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11412,1484-965,11
201306,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,39649,4758-1998,29
201306,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,36847,6264-3257,39
201306,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,331,43-19,0
201306,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,316,51-16,0
201306,Air China,CA,International,Asia,Deplaned,Other,International,G,5782,1503-842,5
201306,Air China,CA,International,Asia,Enplaned,Other,International,G,5861,879-185,4
201306,Air France,AF,International,Europe,Deplaned,Other,International,A,12990,2598-598,17
201306,Air France,AF,International,Europe,Enplaned,Other,International,A,11960,1914-1034,7
201306,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7118,1495-822,5
201306,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8275,1159-661,5
201306,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,11519,3225-1709,22
201306,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,11729,3050-1434,13
201306,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34835,3832-805,13
201306,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,39064,4688-2391,27
201306,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,4273,769-161,4
201306,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 1,B,8492,1868-915,7
201306,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,9823,2161-713,7
201306,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,8367,1171-738,4
201306,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,8280,828-555,7
201306,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1389,222-84,1
201306,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6620,728-189,6
201306,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6125,796-239,4
201306,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,167225,21739-9565,111
201306,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,159845,36764-8456,255
201306,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,5162,981-559,6
201306,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4718,1321-793,6
201306,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4937,691-173,4
201306,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,3901,546-109,3
201306,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,237,26-17,0
201306,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,367,55-20,0
201306,BelAir Airlines,4T,International,Europe,Thru / Transit,Other,International,A,166,43-24,0
201306,British Airways,BA,International,Europe,Deplaned,Other,International,A,21205,4241-2248,16
201306,British Airways,BA,International,Europe,Enplaned,Other,International,A,20394,5302-3552,35
201306,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,11819,3309-1390,26
201306,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,10974,3073-1444,12
201306,China Airlines,CI,International,Asia,Deplaned,Other,International,A,11898,2499-925,12
201306,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10708,1285-308,4
201306,Continental Airlines,CO,Domestic,US,Deplaned,Other,Terminal 1,B,66914,18067-5781,80
201306,Continental Airlines,CO,Domestic,US,Enplaned,Other,Terminal 1,B,64183,12837-6033,84
201306,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,89907,10789-5287,53
201306,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,86360,23317-12824,84
201306,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,14339,2438-1560,14
201306,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13659,3825-2333,21
201306,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,24996,6249-1375,35
201306,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,24081,2649-1192,12
201306,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7294,1313-263,6
201306,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7629,1755-632,14
201306,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4644,1068-641,4
201306,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4975,1294-375,8
201306,Icelandair,FI,International,Europe,Deplaned,Other,International,A,4422,442-172,2
201306,Icelandair,FI,International,Europe,Enplaned,Other,International,A,4366,786-401,3
201306,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,9584,2396-599,9
201306,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,9179,1101-341,8
201306,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,8394,1511-332,8
201306,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,7408,1037-239,8
201306,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,7372,1990-876,7
201306,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5883,941-461,8
201306,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,22233,2446-1517,9
201306,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21049,2736-711,15
201306,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,9302,837-402,4
201306,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,8913,2407-1540,15
201306,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,7008,1261-719,7
201306,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,7820,1877-413,6
201306,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,70641,6358-3370,27
201306,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,69551,13215-6740,56
201306,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,7338,1321-449,6
201306,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6618,794-206,3
201306,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13272,2389-502,8
201306,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10440,1044-292,4
201306,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,8140,733-403,5
201306,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,7714,926-194,4
201306,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,19362,1743-1028,8
201306,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,18114,4710-989,18
201306,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6246,999-480,6
201306,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,5471,711-356,3
201306,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,104350,11479-5854,56
201306,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,103058,28856-17314,132
201306,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,5787,1389-861,10
201306,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,5531,498-219,2
201306,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,3638,364-106,1
201306,Spirit Airlines,NK,Domestic,US,Enplaned,Low Fare,International,A,3631,363-192,2
201306,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4684,1312-787,5
201306,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4532,680-265,3
201306,TACA,TA,International,Central America,Deplaned,Other,International,A,6297,1070-407,4
201306,TACA,TA,International,Central America,Enplaned,Other,International,A,6162,1479-710,5
201306,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,37746,7549-4605,59
201306,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,44613,8923-3034,49
201306,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,40832,8166-4491,35
201306,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,44458,5780-3584,47
201306,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,11888,3210-1990,11
201306,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,120,28-18,0
201306,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,28947,5500-2970,32
201306,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,27386,7668-4217,41
201306,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,517,72-24,0
201306,United Airlines,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,66009,9241-6191,53
201306,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,395122,51366-27224,270
201306,United Airlines,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,66477,17949-4128,63
201306,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,405636,89240-49974,343
201306,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,8848,2477-1139,9
201306,United Airlines,UA,International,Asia,Deplaned,Other,International,G,77224,18534-9267,83
201306,United Airlines,UA,International,Asia,Enplaned,Other,International,G,67871,8145-4643,48
201306,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,4005,921-479,4
201306,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,8775,1755-842,13
201306,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,8958,1971-1143,8
201306,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1223,318-146,2
201306,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,14731,2062-1052,15
201306,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,13081,1962-549,7
201306,United Airlines,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,52,12-8,0
201306,United Airlines,UA,International,Europe,Deplaned,Other,International,G,28644,3437-1547,23
201306,United Airlines,UA,International,Europe,Enplaned,Other,International,G,27892,6136-1595,25
201306,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,662,172-88,1
201306,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,13681,1779-516,7
201306,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,13837,2629-1420,13
201306,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,168,34-20,0
201306,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,11517,2303-1059,8
201306,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10993,2748-1621,10
201307,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,39212,6666-3800,29
201307,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,38890,10111-4449,68
201307,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,285,48-10,0
201307,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,219,26-11,0
201307,Air China,CA,International,Asia,Deplaned,Other,International,G,5798,1160-418,8
201307,Air China,CA,International,Asia,Enplaned,Other,International,G,5671,1588-953,8
201307,Air France,AF,International,Europe,Deplaned,Other,International,A,11865,2373-1234,15
201307,Air France,AF,International,Europe,Enplaned,Other,International,A,11816,2127-1383,11
201307,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8001,720-324,4
201307,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,6129,1287-528,5
201307,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13190,2374-641,9
201307,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,13940,3067-1656,13
201307,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,36640,8794-1847,41
201307,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,38720,10454-2404,37
201307,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,4126,743-223,3
201307,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 1,B,8717,2266-748,8
201307,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,9069,1542-432,8
201307,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,118,11-4,0
201307,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7303,1315-631,5
201307,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,7797,1793-1022,8
201307,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1899,171-103,1
201307,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6915,1106-365,6
201307,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6064,1516-970,10
201307,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,156227,14060-5765,58
201307,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,152596,42727-23927,212
201307,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,4986,1247-673,6
201307,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4329,1082-530,5
201307,Ameriflight,A8,Domestic,US,Enplaned,Other,Other,Other,7,2-1,0
201307,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,5214,469-136,3
201307,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4071,1099-615,4
201307,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,640,141-71,1
201307,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,861,86-26,0
201307,British Airways,BA,International,Europe,Deplaned,Other,International,A,19448,5445-2450,30
201307,British Airways,BA,International,Europe,Enplaned,Other,International,A,18385,4780-1099,35
201307,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,11042,2208-464,17
201307,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,9867,1579-837,7
201307,China Airlines,CI,International,Asia,Deplaned,Other,International,A,11965,1555-964,5
201307,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9912,1189-476,4
201307,Continental Airlines,CO,Domestic,US,Deplaned,Other,Terminal 1,B,65805,13819-8015,76
201307,Continental Airlines,CO,Domestic,US,Enplaned,Other,Terminal 1,B,65297,10448-6896,40
201307,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,86823,19101-10124,83
201307,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,86492,14704-8087,57
201307,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,14889,2233-469,14
201307,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,11900,2142-942,9
201307,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,24068,4573-1921,16
201307,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,23805,4761-2857,17
201307,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7483,1347-876,7
201307,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7231,2025-486,16
201307,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4596,735-426,3
201307,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5157,980-402,5
201307,Icelandair,FI,International,Europe,Deplaned,Other,International,A,6129,1532-904,6
201307,Icelandair,FI,International,Europe,Enplaned,Other,International,A,3441,516-263,2
201307,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,9683,2130-809,16
201307,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8778,2458-737,9
201307,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,8401,1596-351,6
201307,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,8431,1771-992,13
201307,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,7592,2050-1148,9
201307,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6044,907-508,5
201307,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,21517,5379-2421,21
201307,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21472,4080-1673,17
201307,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,8490,849-255,4
201307,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,7414,816-416,3
201307,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,6600,726-290,5
201307,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,7917,1821-674,12
201307,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,65235,16309-8807,119
201307,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,64007,7681-2151,26
201307,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,7286,1530-597,6
201307,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6704,1542-833,7
201307,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13291,2525-909,9
201307,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,8478,2289-1190,9
201307,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,5650,1243-709,6
201307,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,4559,593-142,3
201307,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,19825,4758-2189,32
201307,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,16179,1456-772,6
201307,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6148,615-178,2
201307,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,5535,1273-484,7
201307,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,103331,14466-5786,116
201307,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,103140,15471-7890,52
201307,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,5648,847-466,7
201307,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,5649,960-490,4
201307,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,3597,396-174,2
201307,Spirit Airlines,NK,Domestic,US,Enplaned,Low Fare,International,A,3640,437-214,4
201307,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4653,1303-652,9
201307,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4457,713-456,4
201307,TACA,TA,International,Central America,Deplaned,Other,International,A,6235,624-206,3
201307,TACA,TA,International,Central America,Enplaned,Other,International,A,4950,644-187,4
201307,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,41862,6698-2880,37
201307,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,43236,4324-1600,33
201307,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,40734,6110-1711,25
201307,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,43898,5707-2739,27
201307,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,8553,1540-447,8
201307,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,608,97-61,0
201307,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,28073,6457-1485,43
201307,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,26525,6897-2621,36
201307,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,495,50-20,0
201307,United Airlines,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,61199,17136-10110,67
201307,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,388993,50569-10619,235
201307,United Airlines,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,60479,13305-8249,77
201307,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,396292,103036-66973,349
201307,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,8455,1860-465,8
201307,United Airlines,UA,International,Asia,Deplaned,Other,International,G,76437,7644-4128,36
201307,United Airlines,UA,International,Asia,Enplaned,Other,International,G,68238,6141-1842,31
201307,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,3962,357-164,1
201307,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,8475,1356-353,9
201307,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,8097,1619-453,6
201307,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1398,377-83,2
201307,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,15965,2395-1030,10
201307,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,14403,3457-1487,12
201307,United Airlines,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,60,14-9,0
201307,United Airlines,UA,International,Europe,Deplaned,Other,International,G,26704,4273-1666,25
201307,United Airlines,UA,International,Europe,Enplaned,Other,International,G,27028,4865-2384,22
201307,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,555,144-55,1
201307,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,12763,2935-1203,21
201307,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,12744,1529-321,8
201307,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,119,27-14,0
201307,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10685,2351-1505,8
201307,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,11072,2879-1612,15
201307,Xtra Airways,XP,Domestic,US,Deplaned,Other,International,A,73,7-2,0
201307,Xtra Airways,XP,Domestic,US,Enplaned,Other,International,A,73,19-7,0
201308,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,24662,6659-3263,54
201308,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,25495,3314-1458,25
201308,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,322,29-11,0
201308,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,288,32-19,0
201308,Air China,CA,International,Asia,Deplaned,Other,International,G,5496,550-215,3
201308,Air China,CA,International,Asia,Enplaned,Other,International,G,5658,1188-677,5
201308,Air France,AF,International,Europe,Deplaned,Other,International,A,11012,991-198,8
201308,Air France,AF,International,Europe,Enplaned,Other,International,A,11291,2823-1383,22
201308,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,6398,704-317,5
201308,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,6597,1385-623,9
201308,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,9046,1266-823,5
201308,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,9021,2075-913,12
201308,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,31718,2855-1742,10
201308,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,34169,5467-2077,20
201308,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,4742,1328-345,9
201308,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 1,B,6455,1743-383,13
201308,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,7342,661-139,4
201308,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,266,32-12,0
201308,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,4413,1147-711,4
201308,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,7285,1311-656,6
201308,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1883,508-193,4
201308,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6074,547-235,2
201308,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6106,916-348,3
201308,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,134410,28226-9315,136
201308,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,135153,28382-11920,115
201308,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3761,903-442,4
201308,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,3526,670-302,3
201308,Ameriflight,A8,Domestic,US,Deplaned,Other,Other,Other,8,1-0,0
201308,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4331,650-247,2
201308,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4050,527-190,3
201308,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1418,184-77,1
201308,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1394,223-54,1
201308,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,13,2-1,0
201308,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,54,13-9,0
